user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,Tenure_Group,Usage_Group,Payment_Risk
2117,"2024-06-27 00:00:00",Basic,199,19.8,1,4,33,42,Yes,"1+ Year","High Usage","High Delay"
2118,"2024-05-06 00:00:00",Basic,199,22.1,2,2,20,58,Yes,"1+ Year","High Usage","No/Low Delay"
2119,"2024-02-02 00:00:00",Basic,199,16.8,7,3,13,13,Yes,"1+ Year","High Usage","High Delay"
2120,"2024-06-06 00:00:00",Premium,699,21.5,1,1,35,42,Yes,"1+ Year","High Usage","No/Low Delay"
2121,"2024-02-28 00:00:00",Basic,199,12.2,1,4,5,10,Yes,"0-6 Months","Medium Usage","High Delay"
2122,"2023-02-13 00:00:00",Premium,699,23.5,4,3,24,3,No,"1+ Year","High Usage","High Delay"
2123,"2023-08-19 00:00:00",Standard,399,1.2,5,3,26,28,Yes,"1+ Year","Low Usage","High Delay"
2124,"2024-10-12 00:00:00",Premium,699,12.2,8,3,9,41,No,"6-12 Months","Medium Usage","High Delay"
2125,"2024-09-06 00:00:00",Basic,199,15.2,4,3,16,49,Yes,"1+ Year","High Usage","High Delay"
2126,"2024-10-18 00:00:00",Basic,199,2.1,1,5,27,57,Yes,"1+ Year","Low Usage","High Delay"
2127,"2023-12-16 00:00:00",Basic,199,7.3,4,3,24,41,No,"1+ Year","Medium Usage","High Delay"
2128,"2024-12-05 00:00:00",Standard,399,15.3,4,3,35,32,Yes,"1+ Year","High Usage","High Delay"
2129,"2024-05-16 00:00:00",Premium,699,23.1,2,3,36,21,Yes,"1+ Year","High Usage","High Delay"
2130,"2023-10-05 00:00:00",Standard,399,13.2,1,2,35,40,Yes,"1+ Year","Medium Usage","No/Low Delay"
2131,"2023-11-10 00:00:00",Standard,399,6.1,5,1,33,36,Yes,"1+ Year","Medium Usage","No/Low Delay"
2132,"2024-11-16 00:00:00",Basic,199,13.2,6,2,22,16,No,"1+ Year","Medium Usage","No/Low Delay"
2133,"2024-12-03 00:00:00",Premium,699,19.3,2,5,13,18,Yes,"1+ Year","High Usage","High Delay"
2134,"2023-05-01 00:00:00",Standard,399,14,3,3,35,37,Yes,"1+ Year","Medium Usage","High Delay"
2135,"2023-12-12 00:00:00",Premium,699,16.1,3,4,19,50,No,"1+ Year","High Usage","High Delay"
2136,"2024-08-04 00:00:00",Basic,199,9.7,6,3,32,45,Yes,"1+ Year","Medium Usage","High Delay"
2137,"2024-01-21 00:00:00",Standard,399,8.9,4,4,35,4,Yes,"1+ Year","Medium Usage","High Delay"
2138,"2024-07-17 00:00:00",Premium,699,0.6,3,2,26,59,Yes,"1+ Year","Low Usage","No/Low Delay"
2139,"2024-03-13 00:00:00",Premium,699,13,6,1,18,17,Yes,"1+ Year","Medium Usage","No/Low Delay"
2140,"2023-05-24 00:00:00",Premium,699,15.1,7,3,32,24,Yes,"1+ Year","High Usage","High Delay"
2141,"2023-04-21 00:00:00",Basic,199,9.4,0,0,8,54,Yes,"6-12 Months","Medium Usage","No/Low Delay"
2142,"2023-02-10 00:00:00",Premium,699,7.1,1,5,35,43,Yes,"1+ Year","Medium Usage","High Delay"
2143,"2024-03-16 00:00:00",Premium,699,0.7,5,4,4,46,Yes,"0-6 Months","Low Usage","High Delay"
2144,"2023-06-05 00:00:00",Basic,199,5.9,4,4,15,22,No,"1+ Year","Medium Usage","High Delay"
2145,"2024-01-28 00:00:00",Basic,199,14.8,3,1,36,51,No,"1+ Year","Medium Usage","No/Low Delay"
2146,"2023-10-04 00:00:00",Basic,199,15.6,2,0,35,36,No,"1+ Year","High Usage","No/Low Delay"
2147,"2023-06-19 00:00:00",Standard,399,2.8,6,1,8,15,Yes,"6-12 Months","Low Usage","No/Low Delay"
2148,"2024-08-16 00:00:00",Basic,199,7.3,0,1,15,42,Yes,"1+ Year","Medium Usage","No/Low Delay"
2149,"2024-12-30 00:00:00",Premium,699,11.4,3,0,25,54,Yes,"1+ Year","Medium Usage","No/Low Delay"
2150,"2024-07-08 00:00:00",Standard,399,4.2,6,4,29,48,Yes,"1+ Year","Low Usage","High Delay"
2151,"2023-12-17 00:00:00",Standard,399,22.1,7,3,14,50,No,"1+ Year","High Usage","High Delay"
2152,"2023-05-28 00:00:00",Standard,399,12.7,6,3,2,38,Yes,"0-6 Months","Medium Usage","High Delay"
2153,"2023-08-12 00:00:00",Premium,699,15.2,6,1,5,50,Yes,"0-6 Months","High Usage","No/Low Delay"
2154,"2024-01-24 00:00:00",Standard,399,10.4,3,5,23,18,No,"1+ Year","Medium Usage","High Delay"
2155,"2024-12-31 00:00:00",Premium,699,24,3,5,31,44,Yes,"1+ Year","High Usage","High Delay"
2156,"2024-04-01 00:00:00",Basic,199,14.5,5,3,25,1,Yes,"1+ Year","Medium Usage","High Delay"
2157,"2023-09-24 00:00:00",Standard,399,11.2,5,1,6,17,No,"6-12 Months","Medium Usage","No/Low Delay"
2158,"2023-02-07 00:00:00",Standard,399,4.6,8,4,11,33,Yes,"6-12 Months","Low Usage","High Delay"
2159,"2023-04-05 00:00:00",Standard,399,1.7,3,0,24,45,No,"1+ Year","Low Usage","No/Low Delay"
2160,"2023-06-02 00:00:00",Premium,699,1.7,1,4,36,59,Yes,"1+ Year","Low Usage","High Delay"
2161,"2023-06-20 00:00:00",Standard,399,21.5,4,1,10,14,No,"6-12 Months","High Usage","No/Low Delay"
2162,"2023-06-30 00:00:00",Premium,699,6.2,1,4,5,3,No,"0-6 Months","Medium Usage","High Delay"
2163,"2023-07-20 00:00:00",Standard,399,12,6,1,36,15,Yes,"1+ Year","Medium Usage","No/Low Delay"
2164,"2024-06-30 00:00:00",Premium,699,2.2,1,2,5,52,Yes,"0-6 Months","Low Usage","No/Low Delay"
2165,"2023-07-11 00:00:00",Basic,199,14.1,5,5,30,11,Yes,"1+ Year","Medium Usage","High Delay"
2166,"2024-05-27 00:00:00",Basic,199,8.5,2,2,1,32,No,"0-6 Months","Medium Usage","No/Low Delay"
2167,"2023-05-16 00:00:00",Premium,699,10.1,2,0,4,30,Yes,"0-6 Months","Medium Usage","No/Low Delay"
2168,"2024-12-28 00:00:00",Basic,199,14.6,4,3,24,15,Yes,"1+ Year","Medium Usage","High Delay"
2169,"2023-10-22 00:00:00",Basic,199,4.5,0,0,16,24,Yes,"1+ Year","Low Usage","No/Low Delay"
2170,"2024-06-21 00:00:00",Standard,399,20.1,6,4,34,34,Yes,"1+ Year","High Usage","High Delay"
2171,"2023-06-20 00:00:00",Standard,399,9.2,6,2,34,33,No,"1+ Year","Medium Usage","No/Low Delay"
2172,"2024-01-12 00:00:00",Premium,699,3.6,0,1,32,4,No,"1+ Year","Low Usage","No/Low Delay"
2173,"2023-01-25 00:00:00",Standard,399,15.3,6,3,8,24,Yes,"6-12 Months","High Usage","High Delay"
2174,"2023-05-31 00:00:00",Standard,399,5.4,0,1,32,27,No,"1+ Year","Medium Usage","No/Low Delay"
2175,"2023-08-21 00:00:00",Standard,399,16.4,4,3,9,15,Yes,"6-12 Months","High Usage","High Delay"
2176,"2023-07-29 00:00:00",Standard,399,12.4,7,5,17,29,Yes,"1+ Year","Medium Usage","High Delay"
2177,"2024-10-17 00:00:00",Standard,399,10.7,0,1,9,60,Yes,"6-12 Months","Medium Usage","No/Low Delay"
2178,"2024-10-31 00:00:00",Basic,199,9.7,5,3,19,58,Yes,"1+ Year","Medium Usage","High Delay"
2179,"2024-05-05 00:00:00",Standard,399,15.2,5,4,5,35,Yes,"0-6 Months","High Usage","High Delay"
2180,"2023-04-14 00:00:00",Basic,199,8.6,4,4,23,10,Yes,"1+ Year","Medium Usage","High Delay"
2181,"2024-01-16 00:00:00",Basic,199,7.1,0,4,36,13,No,"1+ Year","Medium Usage","High Delay"
2182,"2024-01-12 00:00:00",Basic,199,10.4,7,2,29,39,Yes,"1+ Year","Medium Usage","No/Low Delay"
2183,"2023-02-07 00:00:00",Basic,199,14.8,7,3,34,27,No,"1+ Year","Medium Usage","High Delay"
2184,"2024-01-22 00:00:00",Premium,699,18.4,8,0,36,9,No,"1+ Year","High Usage","No/Low Delay"
2185,"2023-07-21 00:00:00",Standard,399,18.4,4,1,29,9,No,"1+ Year","High Usage","No/Low Delay"
2186,"2023-05-17 00:00:00",Basic,199,7.3,3,0,25,2,No,"1+ Year","Medium Usage","No/Low Delay"
2187,"2023-09-19 00:00:00",Basic,199,14.4,6,1,27,27,No,"1+ Year","Medium Usage","No/Low Delay"
2188,"2023-03-09 00:00:00",Basic,199,24.8,2,0,1,16,No,"0-6 Months","High Usage","No/Low Delay"
2189,"2024-11-16 00:00:00",Basic,199,22.9,2,5,30,31,Yes,"1+ Year","High Usage","High Delay"
2190,"2024-07-15 00:00:00",Standard,399,15.6,5,3,22,16,No,"1+ Year","High Usage","High Delay"
2191,"2024-08-26 00:00:00",Premium,699,16,5,4,22,9,No,"1+ Year","High Usage","High Delay"
2192,"2024-05-09 00:00:00",Premium,699,20.3,3,1,18,52,Yes,"1+ Year","High Usage","No/Low Delay"
2193,"2023-02-22 00:00:00",Standard,399,23.5,4,3,22,46,No,"1+ Year","High Usage","High Delay"
2194,"2023-08-17 00:00:00",Premium,699,20.1,4,0,20,52,Yes,"1+ Year","High Usage","No/Low Delay"
2195,"2024-01-07 00:00:00",Basic,199,11.9,2,0,16,44,No,"1+ Year","Medium Usage","No/Low Delay"
2196,"2024-09-30 00:00:00",Standard,399,10.8,5,2,26,5,Yes,"1+ Year","Medium Usage","No/Low Delay"
2197,"2023-06-07 00:00:00",Standard,399,19.5,0,3,5,25,No,"0-6 Months","High Usage","High Delay"
2198,"2024-05-13 00:00:00",Standard,399,24.5,5,2,31,7,Yes,"1+ Year","High Usage","No/Low Delay"
2199,"2023-09-07 00:00:00",Standard,399,14.9,6,3,26,54,Yes,"1+ Year","Medium Usage","High Delay"
2200,"2023-04-14 00:00:00",Premium,699,8.7,5,4,11,24,No,"6-12 Months","Medium Usage","High Delay"
2201,"2023-04-05 00:00:00",Basic,199,20,0,1,6,34,No,"6-12 Months","High Usage","No/Low Delay"
2202,"2023-10-26 00:00:00",Premium,699,24.8,0,3,10,11,Yes,"6-12 Months","High Usage","High Delay"
2203,"2023-12-05 00:00:00",Standard,399,16.8,1,0,23,10,No,"1+ Year","High Usage","No/Low Delay"
2204,"2023-07-16 00:00:00",Basic,199,24.9,1,0,3,39,Yes,"0-6 Months","High Usage","No/Low Delay"
2205,"2024-09-22 00:00:00",Basic,199,20.7,7,0,26,17,No,"1+ Year","High Usage","No/Low Delay"
2206,"2023-09-24 00:00:00",Premium,699,20.9,4,1,5,4,No,"0-6 Months","High Usage","No/Low Delay"
2207,"2023-12-13 00:00:00",Basic,199,2.9,3,5,33,18,Yes,"1+ Year","Low Usage","High Delay"
2208,"2023-10-28 00:00:00",Premium,699,17.5,7,2,11,60,Yes,"6-12 Months","High Usage","No/Low Delay"
2209,"2023-09-04 00:00:00",Premium,699,10.7,3,2,26,42,Yes,"1+ Year","Medium Usage","No/Low Delay"
2210,"2023-05-01 00:00:00",Standard,399,17.7,0,0,10,3,No,"6-12 Months","High Usage","No/Low Delay"
2211,"2023-12-07 00:00:00",Basic,199,25,2,1,7,46,Yes,"6-12 Months","High Usage","No/Low Delay"
2212,"2024-10-21 00:00:00",Premium,699,14.7,7,3,21,26,Yes,"1+ Year","Medium Usage","High Delay"
2213,"2024-11-02 00:00:00",Premium,699,18.4,4,5,36,13,No,"1+ Year","High Usage","High Delay"
2214,"2023-09-16 00:00:00",Basic,199,4.3,3,2,24,4,Yes,"1+ Year","Low Usage","No/Low Delay"
2215,"2023-11-28 00:00:00",Standard,399,20.4,7,5,12,25,No,"6-12 Months","High Usage","High Delay"
2216,"2024-08-03 00:00:00",Standard,399,20.5,6,5,9,20,No,"6-12 Months","High Usage","High Delay"
2217,"2023-12-09 00:00:00",Premium,699,0.7,2,2,12,26,Yes,"6-12 Months","Low Usage","No/Low Delay"
2218,"2023-10-12 00:00:00",Basic,199,22.2,3,4,3,38,Yes,"0-6 Months","High Usage","High Delay"
2219,"2024-09-21 00:00:00",Basic,199,10.7,0,5,12,23,No,"6-12 Months","Medium Usage","High Delay"
2220,"2023-12-07 00:00:00",Standard,399,0.6,7,4,22,12,Yes,"1+ Year","Low Usage","High Delay"
2221,"2024-09-18 00:00:00",Premium,699,7.2,6,4,33,37,Yes,"1+ Year","Medium Usage","High Delay"
2222,"2023-10-25 00:00:00",Basic,199,19.4,0,3,28,46,Yes,"1+ Year","High Usage","High Delay"
2223,"2023-03-06 00:00:00",Premium,699,1.6,5,0,30,26,Yes,"1+ Year","Low Usage","No/Low Delay"
2224,"2024-04-05 00:00:00",Standard,399,23.3,3,2,27,53,Yes,"1+ Year","High Usage","No/Low Delay"
2225,"2023-09-18 00:00:00",Standard,399,22.3,0,1,20,42,No,"1+ Year","High Usage","No/Low Delay"
2226,"2024-04-05 00:00:00",Standard,399,0.6,3,0,17,14,No,"1+ Year","Low Usage","No/Low Delay"
2227,"2024-07-02 00:00:00",Basic,199,0.6,0,0,26,51,No,"1+ Year","Low Usage","No/Low Delay"
2228,"2024-08-17 00:00:00",Premium,699,0.9,4,4,27,42,Yes,"1+ Year","Low Usage","High Delay"
2229,"2024-02-03 00:00:00",Basic,199,16.7,4,0,35,54,Yes,"1+ Year","High Usage","No/Low Delay"
2230,"2023-12-03 00:00:00",Premium,699,4.8,3,0,22,43,Yes,"1+ Year","Low Usage","No/Low Delay"
2231,"2023-09-22 00:00:00",Premium,699,23.7,0,0,16,8,No,"1+ Year","High Usage","No/Low Delay"
2232,"2023-06-17 00:00:00",Basic,199,17,6,1,19,57,Yes,"1+ Year","High Usage","No/Low Delay"
2233,"2024-10-16 00:00:00",Standard,399,19.2,4,2,7,34,Yes,"6-12 Months","High Usage","No/Low Delay"
2234,"2023-10-04 00:00:00",Basic,199,24.6,1,0,5,15,Yes,"0-6 Months","High Usage","No/Low Delay"
2235,"2024-07-01 00:00:00",Basic,199,19.2,5,0,8,32,No,"6-12 Months","High Usage","No/Low Delay"
2236,"2023-12-28 00:00:00",Standard,399,3.5,4,0,33,22,No,"1+ Year","Low Usage","No/Low Delay"
2237,"2024-09-27 00:00:00",Basic,199,20.3,8,2,25,46,Yes,"1+ Year","High Usage","No/Low Delay"
2238,"2024-07-01 00:00:00",Basic,199,4.5,5,1,5,33,No,"0-6 Months","Low Usage","No/Low Delay"
2239,"2024-03-18 00:00:00",Basic,199,24.8,5,0,31,21,No,"1+ Year","High Usage","No/Low Delay"
2240,"2024-10-14 00:00:00",Basic,199,19.5,6,1,33,10,Yes,"1+ Year","High Usage","No/Low Delay"
2241,"2024-05-21 00:00:00",Standard,399,24.4,3,5,5,59,No,"0-6 Months","High Usage","High Delay"
2242,"2024-04-08 00:00:00",Premium,699,10,5,1,30,57,Yes,"1+ Year","Medium Usage","No/Low Delay"
2243,"2023-12-13 00:00:00",Basic,199,14.5,0,5,1,59,Yes,"0-6 Months","Medium Usage","High Delay"
2244,"2024-08-31 00:00:00",Standard,399,24.3,7,0,1,8,No,"0-6 Months","High Usage","No/Low Delay"
2245,"2024-07-18 00:00:00",Premium,699,19.3,2,3,36,31,Yes,"1+ Year","High Usage","High Delay"
2246,"2024-07-03 00:00:00",Premium,699,3.4,0,5,22,20,Yes,"1+ Year","Low Usage","High Delay"
2247,"2023-05-21 00:00:00",Standard,399,1.5,1,0,19,60,Yes,"1+ Year","Low Usage","No/Low Delay"
2248,"2023-03-18 00:00:00",Premium,699,20.5,2,2,17,21,No,"1+ Year","High Usage","No/Low Delay"
2249,"2023-01-27 00:00:00",Premium,699,2.3,4,5,24,19,Yes,"1+ Year","Low Usage","High Delay"
2250,"2024-09-05 00:00:00",Standard,399,5,1,1,21,59,No,"1+ Year","Medium Usage","No/Low Delay"
2251,"2023-07-07 00:00:00",Basic,199,3.3,4,2,24,20,No,"1+ Year","Low Usage","No/Low Delay"
2252,"2024-07-17 00:00:00",Premium,699,14.8,1,1,14,3,No,"1+ Year","Medium Usage","No/Low Delay"
2253,"2023-11-01 00:00:00",Premium,699,20.4,8,4,6,55,Yes,"6-12 Months","High Usage","High Delay"
2254,"2024-03-06 00:00:00",Premium,699,3,6,0,20,19,No,"1+ Year","Low Usage","No/Low Delay"
2255,"2024-08-25 00:00:00",Basic,199,7.1,0,1,22,4,Yes,"1+ Year","Medium Usage","No/Low Delay"
2256,"2024-07-08 00:00:00",Basic,199,22.3,0,3,7,51,Yes,"6-12 Months","High Usage","High Delay"
2257,"2023-07-09 00:00:00",Basic,199,4.4,8,1,17,5,Yes,"1+ Year","Low Usage","No/Low Delay"
2258,"2023-05-10 00:00:00",Premium,699,16,0,3,7,13,No,"6-12 Months","High Usage","High Delay"
2259,"2023-10-07 00:00:00",Basic,199,6.3,6,0,33,43,No,"1+ Year","Medium Usage","No/Low Delay"
2260,"2024-11-13 00:00:00",Premium,699,12.6,3,0,13,27,Yes,"1+ Year","Medium Usage","No/Low Delay"
2261,"2024-08-27 00:00:00",Standard,399,20.7,4,2,13,8,Yes,"1+ Year","High Usage","No/Low Delay"
2262,"2024-09-11 00:00:00",Standard,399,7.1,1,5,19,26,Yes,"1+ Year","Medium Usage","High Delay"
2263,"2024-12-08 00:00:00",Standard,399,24.5,6,4,1,12,No,"0-6 Months","High Usage","High Delay"
2264,"2023-02-11 00:00:00",Basic,199,20.5,1,5,12,15,Yes,"6-12 Months","High Usage","High Delay"
2265,"2023-08-12 00:00:00",Basic,199,18.7,1,5,16,25,Yes,"1+ Year","High Usage","High Delay"
2266,"2023-01-15 00:00:00",Standard,399,14.6,3,5,8,7,No,"6-12 Months","Medium Usage","High Delay"
2267,"2023-05-07 00:00:00",Standard,399,8.9,7,1,7,9,No,"6-12 Months","Medium Usage","No/Low Delay"
2268,"2024-03-30 00:00:00",Standard,399,24.4,6,5,21,33,Yes,"1+ Year","High Usage","High Delay"
2269,"2024-11-12 00:00:00",Premium,699,21.5,2,1,13,24,No,"1+ Year","High Usage","No/Low Delay"
2270,"2024-03-19 00:00:00",Premium,699,12.5,4,3,16,3,Yes,"1+ Year","Medium Usage","High Delay"
2271,"2023-07-28 00:00:00",Standard,399,2,0,5,11,29,Yes,"6-12 Months","Low Usage","High Delay"
2272,"2023-01-15 00:00:00",Standard,399,22.1,2,2,8,17,Yes,"6-12 Months","High Usage","No/Low Delay"
2273,"2024-04-05 00:00:00",Standard,399,2.1,7,2,34,19,Yes,"1+ Year","Low Usage","No/Low Delay"
2274,"2024-03-24 00:00:00",Basic,199,21.1,6,2,18,10,Yes,"1+ Year","High Usage","No/Low Delay"
2275,"2024-07-18 00:00:00",Basic,199,19.6,7,3,2,14,No,"0-6 Months","High Usage","High Delay"
2276,"2023-10-06 00:00:00",Premium,699,3.2,5,4,10,16,Yes,"6-12 Months","Low Usage","High Delay"
2277,"2023-04-20 00:00:00",Premium,699,20.1,6,0,34,4,No,"1+ Year","High Usage","No/Low Delay"
2278,"2024-09-20 00:00:00",Basic,199,6.7,3,5,19,59,Yes,"1+ Year","Medium Usage","High Delay"
2279,"2023-01-21 00:00:00",Premium,699,23.1,7,4,34,0,Yes,"1+ Year","High Usage","High Delay"
2280,"2023-04-22 00:00:00",Standard,399,10.8,5,0,36,30,Yes,"1+ Year","Medium Usage","No/Low Delay"
2281,"2024-08-23 00:00:00",Premium,699,18.2,6,2,20,44,No,"1+ Year","High Usage","No/Low Delay"
2282,"2023-07-20 00:00:00",Basic,199,16.9,5,0,26,24,Yes,"1+ Year","High Usage","No/Low Delay"
2283,"2024-06-29 00:00:00",Basic,199,1.6,5,2,21,30,Yes,"1+ Year","Low Usage","No/Low Delay"
2284,"2024-08-01 00:00:00",Standard,399,6.1,8,0,32,44,Yes,"1+ Year","Medium Usage","No/Low Delay"
2285,"2023-03-16 00:00:00",Basic,199,10.6,0,1,15,29,No,"1+ Year","Medium Usage","No/Low Delay"
2286,"2024-01-15 00:00:00",Basic,199,11.3,2,1,36,47,Yes,"1+ Year","Medium Usage","No/Low Delay"
2287,"2024-04-05 00:00:00",Basic,199,6.8,6,0,3,17,No,"0-6 Months","Medium Usage","No/Low Delay"
2288,"2023-09-14 00:00:00",Basic,199,8.8,3,4,6,7,Yes,"6-12 Months","Medium Usage","High Delay"
2289,"2024-07-08 00:00:00",Premium,699,18.8,3,0,35,30,No,"1+ Year","High Usage","No/Low Delay"
2290,"2023-12-05 00:00:00",Basic,199,23.2,7,1,1,50,Yes,"0-6 Months","High Usage","No/Low Delay"
2291,"2024-12-14 00:00:00",Basic,199,12.8,3,4,6,17,Yes,"6-12 Months","Medium Usage","High Delay"
2292,"2023-04-10 00:00:00",Standard,399,19,8,5,23,10,Yes,"1+ Year","High Usage","High Delay"
2293,"2023-02-16 00:00:00",Premium,699,16.8,3,1,2,52,Yes,"0-6 Months","High Usage","No/Low Delay"
2294,"2023-03-04 00:00:00",Premium,699,5.3,3,1,12,8,No,"6-12 Months","Medium Usage","No/Low Delay"
2295,"2023-07-29 00:00:00",Premium,699,6,2,0,29,7,No,"1+ Year","Medium Usage","No/Low Delay"
2296,"2023-06-12 00:00:00",Standard,399,21,6,1,20,44,Yes,"1+ Year","High Usage","No/Low Delay"
2297,"2024-03-06 00:00:00",Standard,399,0.7,5,0,25,34,Yes,"1+ Year","Low Usage","No/Low Delay"
2298,"2024-03-21 00:00:00",Basic,199,19.2,3,0,6,9,No,"6-12 Months","High Usage","No/Low Delay"
2299,"2024-06-27 00:00:00",Basic,199,7,8,5,11,35,No,"6-12 Months","Medium Usage","High Delay"
2300,"2023-08-09 00:00:00",Premium,699,22.2,2,4,22,34,No,"1+ Year","High Usage","High Delay"
2301,"2023-08-08 00:00:00",Standard,399,4.7,7,2,28,20,Yes,"1+ Year","Low Usage","No/Low Delay"
2302,"2023-04-04 00:00:00",Premium,699,5.3,4,3,2,49,Yes,"0-6 Months","Medium Usage","High Delay"
2303,"2024-06-30 00:00:00",Premium,699,20,2,0,8,14,No,"6-12 Months","High Usage","No/Low Delay"
2304,"2023-08-26 00:00:00",Basic,199,12.2,2,0,36,33,Yes,"1+ Year","Medium Usage","No/Low Delay"
2305,"2023-09-05 00:00:00",Basic,199,22.7,8,4,16,34,No,"1+ Year","High Usage","High Delay"
2306,"2023-12-07 00:00:00",Premium,699,2.5,8,4,36,5,Yes,"1+ Year","Low Usage","High Delay"
2307,"2023-07-30 00:00:00",Premium,699,20.8,0,3,9,31,No,"6-12 Months","High Usage","High Delay"
2308,"2023-03-15 00:00:00",Basic,199,17.6,1,4,15,9,No,"1+ Year","High Usage","High Delay"
2309,"2023-12-12 00:00:00",Standard,399,2.5,5,3,35,10,Yes,"1+ Year","Low Usage","High Delay"
2310,"2023-02-01 00:00:00",Basic,199,19.3,0,5,3,44,Yes,"0-6 Months","High Usage","High Delay"
2311,"2023-04-11 00:00:00",Basic,199,4.5,1,0,21,44,Yes,"1+ Year","Low Usage","No/Low Delay"
2312,"2023-01-27 00:00:00",Standard,399,16.4,0,5,35,47,No,"1+ Year","High Usage","High Delay"
2313,"2024-05-31 00:00:00",Premium,699,24.7,5,3,10,43,Yes,"6-12 Months","High Usage","High Delay"
2314,"2023-06-01 00:00:00",Premium,699,18.9,4,1,19,5,No,"1+ Year","High Usage","No/Low Delay"
2315,"2023-06-04 00:00:00",Premium,699,12.2,7,4,35,58,No,"1+ Year","Medium Usage","High Delay"
2316,"2024-06-03 00:00:00",Basic,199,12.8,0,2,19,24,Yes,"1+ Year","Medium Usage","No/Low Delay"
2317,"2023-09-09 00:00:00",Standard,399,1.1,0,0,30,42,Yes,"1+ Year","Low Usage","No/Low Delay"
2318,"2024-06-26 00:00:00",Standard,399,16.1,1,2,23,46,Yes,"1+ Year","High Usage","No/Low Delay"
2319,"2023-10-03 00:00:00",Basic,199,9.8,1,1,26,26,Yes,"1+ Year","Medium Usage","No/Low Delay"
2320,"2023-06-24 00:00:00",Premium,699,24.8,5,5,15,3,Yes,"1+ Year","High Usage","High Delay"
2321,"2023-02-24 00:00:00",Premium,699,18.4,8,5,25,2,No,"1+ Year","High Usage","High Delay"
2322,"2023-01-18 00:00:00",Standard,399,6.4,8,3,14,39,Yes,"1+ Year","Medium Usage","High Delay"
2323,"2023-05-06 00:00:00",Premium,699,5,1,0,34,17,No,"1+ Year","Medium Usage","No/Low Delay"
2324,"2023-01-06 00:00:00",Standard,399,21,1,4,17,58,Yes,"1+ Year","High Usage","High Delay"
2325,"2023-09-12 00:00:00",Standard,399,24.1,2,4,17,60,Yes,"1+ Year","High Usage","High Delay"
2326,"2023-10-02 00:00:00",Premium,699,9.8,3,4,13,41,Yes,"1+ Year","Medium Usage","High Delay"
2327,"2023-10-30 00:00:00",Basic,199,17,2,5,10,25,No,"6-12 Months","High Usage","High Delay"
2328,"2023-09-06 00:00:00",Premium,699,13.3,4,3,11,19,Yes,"6-12 Months","Medium Usage","High Delay"
2329,"2023-09-15 00:00:00",Standard,399,9.5,8,3,9,13,Yes,"6-12 Months","Medium Usage","High Delay"
2330,"2024-02-04 00:00:00",Basic,199,21.9,6,2,30,60,No,"1+ Year","High Usage","No/Low Delay"
2331,"2023-07-11 00:00:00",Basic,199,23.7,5,2,23,55,No,"1+ Year","High Usage","No/Low Delay"
2332,"2023-10-28 00:00:00",Standard,399,18.2,5,2,15,34,Yes,"1+ Year","High Usage","No/Low Delay"
2333,"2023-10-14 00:00:00",Basic,199,16.9,7,3,2,19,Yes,"0-6 Months","High Usage","High Delay"
2334,"2023-08-20 00:00:00",Standard,399,14.6,8,4,33,58,No,"1+ Year","Medium Usage","High Delay"
2335,"2023-10-10 00:00:00",Premium,699,9.5,8,5,7,32,Yes,"6-12 Months","Medium Usage","High Delay"
2336,"2023-10-24 00:00:00",Standard,399,11.9,0,5,9,44,Yes,"6-12 Months","Medium Usage","High Delay"
2337,"2023-08-02 00:00:00",Premium,699,24.8,4,1,4,13,No,"0-6 Months","High Usage","No/Low Delay"
2338,"2023-05-06 00:00:00",Standard,399,20.8,4,4,13,20,No,"1+ Year","High Usage","High Delay"
2339,"2024-04-10 00:00:00",Standard,399,20.3,1,0,15,6,No,"1+ Year","High Usage","No/Low Delay"
2340,"2023-07-23 00:00:00",Premium,699,18.2,1,4,30,3,No,"1+ Year","High Usage","High Delay"
2341,"2024-10-21 00:00:00",Basic,199,16,3,3,6,13,Yes,"6-12 Months","High Usage","High Delay"
2342,"2023-03-27 00:00:00",Standard,399,1.5,6,0,15,46,Yes,"1+ Year","Low Usage","No/Low Delay"
2343,"2024-05-27 00:00:00",Premium,699,12.7,5,3,33,6,Yes,"1+ Year","Medium Usage","High Delay"
2344,"2023-08-02 00:00:00",Standard,399,18.1,8,0,36,0,No,"1+ Year","High Usage","No/Low Delay"
2345,"2024-09-03 00:00:00",Basic,199,14.9,5,3,2,7,No,"0-6 Months","Medium Usage","High Delay"
2346,"2024-05-24 00:00:00",Premium,699,6.5,6,2,1,30,Yes,"0-6 Months","Medium Usage","No/Low Delay"
2347,"2023-01-04 00:00:00",Standard,399,20.7,1,5,19,58,Yes,"1+ Year","High Usage","High Delay"
2348,"2023-11-15 00:00:00",Premium,699,10.1,5,1,14,56,Yes,"1+ Year","Medium Usage","No/Low Delay"
2349,"2023-04-22 00:00:00",Premium,699,20.3,8,5,5,49,Yes,"0-6 Months","High Usage","High Delay"
2350,"2023-01-28 00:00:00",Premium,699,6,6,4,19,30,Yes,"1+ Year","Medium Usage","High Delay"
2351,"2023-06-11 00:00:00",Premium,699,19,6,1,9,10,No,"6-12 Months","High Usage","No/Low Delay"
2352,"2024-03-04 00:00:00",Basic,199,4.1,3,3,33,17,Yes,"1+ Year","Low Usage","High Delay"
